id,article_id,article_name,number_requested,created_at,article_type,language,original_article_id,news_blob_uri
1047,f07366c9-a149-414d-80a6-d0295ed23443,"ARTICLE : Le maillon faible À la fin de 2025, sa première année complète d'activité, Medvi avait généré 401 millions de dollars de revenus. Marge bénéficiaire nette : 16,2 %. Son seul employé : son frère. Le New York Times a vérifié les données financières. Il est maintenant sur la bonne voie pour atteindre 1,8 milliard de dollars en 2026. À des fins de comparaison",1,2026-05-28 22:27:28.811778,Business and Investment,en,,news/f07366c9-a149-414d-80a6-d0295ed23443.zip
1,f6f532fb-0ce7-4de7-a236-970e6289783d,News Article,1,2025-08-12 02:51:47.832699,Others,en,,news/f6f532fb-0ce7-4de7-a236-970e6289783d.zip
4,de1432f5-3aa8-454e-bf70-414f25037956,News Article,1,2025-08-12 13:54:30.562093,Others,en,,news/de1432f5-3aa8-454e-bf70-414f25037956.zip
6,0f639590-3254-4c09-a474-246234f2a712,News Article,1,2025-08-12 14:50:33.252263,Others,en,,news/0f639590-3254-4c09-a474-246234f2a712.zip
9,f1cdcb65-b4f9-4493-b353-438b6132fa68,News Article,1,2025-08-12 19:54:03.350892,Others,en,,news/f1cdcb65-b4f9-4493-b353-438b6132fa68.zip
12,8125634d-01e3-4856-a4de-6a0383f48fe2,News Article,1,2025-08-12 22:52:36.711384,Others,en,,news/8125634d-01e3-4856-a4de-6a0383f48fe2.zip
14,d46e4147-2440-499e-b9c9-9e16445810b7,SCOTUS explained by Kimberly Atkins Stohr by Kimberly Atkins,1,2025-08-13 03:06:10.577848,Others,en,,news/d46e4147-2440-499e-b9c9-9e16445810b7.zip
16,4bb0d8d1-08ba-4ca6-ad23-135dd0eb942f,", Mayor Muriel Bowser (center), joined by Chief of Police at the Metropolitan Police Department Pamela Smith (left) and Fire and Emergency Medical Services Chief Chief John Donnelly, at a press conference after President Trump announced a federal takeover",1,2025-08-13 15:03:16.171601,Others,en,,news/4bb0d8d1-08ba-4ca6-ad23-135dd0eb942f.zip
21,70b4e763-3aa3-437e-a453-abd47ec490e9,"Freddie and I are going to a fall wedding, and the dress code is “cocktail attire.” The reception will be held at a Brooklyn brewery with views of the Statue of Liberty. Here’s what I’m thinking…",1,2025-08-13 15:39:32.216789,Others,en,,news/70b4e763-3aa3-437e-a453-abd47ec490e9.zip
29,4ced656b-a9d1-441f-aa2d-7fe25df2949a,"Support nonprofit, nonpartisan news in Newton. GIVE TODAY.",1,2025-08-13 18:44:47.435529,Others,en,,news/4ced656b-a9d1-441f-aa2d-7fe25df2949a.zip
1049,23b502e9-5f57-4d45-a405-25371adfcea3,ARTICLE : La plus vieille astuce de gestion vient de cesser de fonctionner au troisième trimestre ou « cela permet de réduire les coûts de 2 millions de dollars d'ici décembre ». Ils affirment que le projet permettra d'obtenir de meilleurs résultats. Finalement. Une fois que c'est fait. La structure de rémunération ne fait qu'empirer les choses. Les données du secteur montrent que 30 % des responsables informatiques reçoivent une prime d'achèvement de projet spécifique. Pas de croissance des revenus. Pas de réduction des coûts. Finalisation du projet. Le système prend littéralement en charge l'expédition du projet,1,2026-05-28 22:27:40.529731,Business and Investment,en,,news/23b502e9-5f57-4d45-a405-25371adfcea3.zip
1050,0f7eacb9-2a49-41be-aa13-8671b94bb854,СОДЕРЖАНИЕ: Стивен Мессер «Самый старый трюк в управлении только что перестал работать». 28 мая 2026 года,1,2026-05-28 22:27:46.242337,Technology,en,,news/0f7eacb9-2a49-41be-aa13-8671b94bb854.zip
1051,98679eed-d7f8-4653-b4b7-fe692ac4703d,CONTENU : La plus vieille astuce de gestion vient de cesser de fonctionner par Stephen Messer 28 mai 2026,1,2026-05-28 22:27:48.16758,Technology,en,,news/98679eed-d7f8-4653-b4b7-fe692ac4703d.zip
1052,2723e285-e4aa-4768-9981-ee6248104bd7,"The PE multiplier accelerates this: Anthropic, OpenAI, Google, and Collective[i] are all partnering with major PE firms to deploy AI transformation playbooks across thousands of portfolio companies simultaneously, with 95% of PE funds reporting AI initiat",1,2026-06-02 00:36:24.404694,Technology,en,,news/2723e285-e4aa-4768-9981-ee6248104bd7.zip
1054,ee72a68b-c9e5-4636-9f23-048478a16ba4,"Analysis of 500+ verified reviews across Gartner and G2: 67% of enterprise Einstein implementations faced significant adoption challenges within six months, 43% failed to achieve projected ROI within 12 months, 89% of problems traced to data quality",1,2026-06-02 00:50:04.116217,Technology,en,,news/ee72a68b-c9e5-4636-9f23-048478a16ba4.zip
1055,691c9451-bbad-4e52-bf9c-457d7dcc8233,"Анализ более 500 проверенных отзывов компаний Gartner и G2:67% корпоративных внедрений Einstein столкнулись со значительными трудностями при внедрении в течение шести месяцев, 43% не смогли достичь прогнозируемой окупаемости инвестиций в течение 12 месяцев, 89% проблем были связаны с качеством данных",1,2026-06-02 00:50:23.210733,Technology,en,,news/691c9451-bbad-4e52-bf9c-457d7dcc8233.zip
1056,228b694d-4c3b-45aa-a1d9-e936eb1c8fb1,"The SaaS vendors are running aggressive upsell campaigns on top of that — Agentforce, Now Assist, Breeze Intelligence — selling AI tiers into the existing installed base at premium pricing",1,2026-06-02 00:53:50.031275,News and Politics,en,,news/228b694d-4c3b-45aa-a1d9-e936eb1c8fb1.zip
1057,80e3c9f2-f272-4a2d-b7a4-ed46c14be59c,"Кроме того, поставщики SaaS проводят активные кампании по увеличению продаж (Agentforce, Now Assist, Breeze Intelligence), предлагая уровни искусственного интеллекта в существующую установленную базу по премиальным ценам.",1,2026-06-02 00:54:03.173079,News and Politics,en,,news/80e3c9f2-f272-4a2d-b7a4-ed46c14be59c.zip
47,5449abaa-f0d7-4f66-a4b7-0cfacd1202ab,Trump and Putin will meet at an Alaska military base long used to counter Russia by KONSTANTIN TOROPIN and MICHELLE L. PRICE,1,2025-08-14 03:56:25.824453,Others,en,,news/5449abaa-f0d7-4f66-a4b7-0cfacd1202ab.zip
48,3915f80c-6166-48f6-a46a-765781425aa7,"As Harvard nears deal with Trump, some on campus argue for transparency in discussions with the White House by Anjali Huynh, Aidan Ryan and Tal Kopan",1,2025-08-14 15:26:57.050443,Others,en,,news/3915f80c-6166-48f6-a46a-765781425aa7.zip
50,cf7b78fb-c4c7-42b8-8bac-0af4b396992f,"Christine Fisher talks budgets, excellence and a School Committee run by Elizabeth Plese",1,2025-08-14 19:01:12.763441,Others,en,,news/cf7b78fb-c4c7-42b8-8bac-0af4b396992f.zip
53,325506f8-5cc3-4edb-89d3-2731e51bf0e8,"Switzerland Joins Italy, Netherlands, Greece, Portugal and More As UK Issues New Travel Advisory for Summer and Fall 2025: Here’s Everything You Need To Know by [empty]",1,2025-08-17 14:49:19.070214,Others,en,,news/325506f8-5cc3-4edb-89d3-2731e51bf0e8.zip
57,46f670b2-7b4d-46d7-b394-9489ef3266e1,"Switzerland Joins Italy, Netherlands, Greece, Portugal and More As UK Issues New Travel Advisory for Summer and Fall 2025: Here’s Everything You Need To Know",1,2025-08-17 19:34:53.885223,Others,en,,news/46f670b2-7b4d-46d7-b394-9489ef3266e1.zip
61,2b17940a-0983-4294-8cfa-f96832ca03cf,Strengthen hybrid network security with centralized traffic inspection and threat prevention by deploying FortiGate Next-Generation Firewall with AWS Gateway Load Balancer in hybrid cloud environments,1,2025-08-18 01:13:23.330247,Others,en,,news/2b17940a-0983-4294-8cfa-f96832ca03cf.zip
68,5d11a94a-20da-4dca-8d01-04bcad17799b,"free community college presses on, transforming students’ lives by Mara Kardas-Nelson and Diti Kohli Globe Staff",1,2025-08-19 02:41:25.461523,Others,en,,news/5d11a94a-20da-4dca-8d01-04bcad17799b.zip
72,e8a19ddb-8bad-4099-83e7-64ea43e412ff,"free community college presses on, transforming students’ lives by Mara Kardas-Nelson and Diti Kohli Globe Staff",1,2025-08-19 03:38:13.524974,Others,en,,news/e8a19ddb-8bad-4099-83e7-64ea43e412ff.zip
77,202631e6-ef71-4771-9e1d-458ed867f382,This conversation is being recorded: Trump’s hot mic moment is the latest in a long global list,1,2025-08-20 03:21:16.46803,Others,en,,news/202631e6-ef71-4771-9e1d-458ed867f382.zip
81,880f54e1-684e-4099-861c-c2ecd8273c74,"As the pricey weight-loss drugs go mainstream, jealousy and judgment follow by Beth Teitell Globe Staff",1,2025-08-20 15:34:31.254377,Others,en,,news/880f54e1-684e-4099-861c-c2ecd8273c74.zip
83,f4943eed-948c-4c6e-98e4-3a2ac1253813,Wealthy households are driving Boston’s rising income segregation by Katarina Schmeiszer Globe Correspondent,1,2025-08-20 16:18:59.669808,Others,en,,news/f4943eed-948c-4c6e-98e4-3a2ac1253813.zip
85,5d755513-6f15-4c77-9056-3be6df090924,"Miss Hall’s School failed to stop teacher from sexually abusing five students over 20 years, independent investigator finds by John R. Ellement Globe Staff",1,2025-08-20 22:27:40.458674,Others,en,,news/5d755513-6f15-4c77-9056-3be6df090924.zip
130,c5626dec-5985-4ca7-b7f3-6e0443bfc780,1 as the safest to travel to due low crime,1,2025-08-22 19:35:06.533049,Others,en,,news/c5626dec-5985-4ca7-b7f3-6e0443bfc780.zip
131,583cff88-4f31-4f20-b6c9-ef7cbf9ab8d0,Quick Overview Best makeup remover overall Bioderma Sensibio H2O Micellar Water $30 at Amazon Best makeup remover balm Eve Lom the Original Balm Cleanser More options $51 at Amazon Best oil-based makeup remover Medik8 Lipid-Balance Cleansing Oil More opti,1,2025-08-22 19:38:56.560715,Others,en,,news/583cff88-4f31-4f20-b6c9-ef7cbf9ab8d0.zip
137,cc827b4e-683c-4aaa-93b7-a4d58a936522,"(Sylke Rohrlach via Wikicommons) Small but mighty and venomous creatures have caused the closure of tourist beaches for a second time in southeastern Spain this week after they were discovered in the water, local authorities announced Friday by currents a",1,2025-08-22 19:40:01.964745,Others,en,,news/cc827b4e-683c-4aaa-93b7-a4d58a936522.zip
143,e20e6562-6fbf-478b-8791-78d773da79e3,"Kilmar Abrego Garcia released from detention, returning to Maryland Kilmar Abrego Garcia was released from Putnam County Jail in Tennessee on Friday and has been reunited with his family while he awaits trial, according to his attorney by immigration offi",1,2025-08-22 21:30:54.555911,Others,en,,news/e20e6562-6fbf-478b-8791-78d773da79e3.zip
148,06578ca1-c3ca-4905-814c-2bf629fb5058,"22, more than three decades after he and his brother fatally shot their parents in 1989 at their Beverly Hills home A parole commissioner cited Erik's infractions behind bars as part of his denial After a California parole board concluded that Erik Menend",1,2025-08-22 22:23:12.715364,Others,en,,news/06578ca1-c3ca-4905-814c-2bf629fb5058.zip
152,9e0a934c-0eb6-4889-9813-5072b2bb3dd2,0 0 The Daily Rip by Stocktwits Posts Stocktwits Top 25 Week 34 Stocktwits Top 25 Week 34 Our updated list of the market's top stocks by Stocktwits Posts Stocktwits Top 25 Week 34 Stocktwits Top 25 Week 34 Our updated list of the market's top stocks. Kevi,1,2025-08-24 03:42:49.643662,Business and Investment,en,,news/9e0a934c-0eb6-4889-9813-5072b2bb3dd2.zip
161,bf565c51-fa06-48ec-aa2f-bffc9c29e949,"- Charly Triballeau/AFP/Getty Images Reuters August 25, 2025 at 12:05 PM UTC · 3 min read The US Open descended into chaos on Sunday when a photographer came onto the court as Daniil Medvedev faced match point, bringing the first-round match to a standsti",1,2025-08-25 18:23:17.599642,News and Politics,en,,news/bf565c51-fa06-48ec-aa2f-bffc9c29e949.zip
167,cfbb6276-e7e9-4537-95a8-e6220e828981,"/ Credit: David Caprio From his Providence courtroom, he showed the world that justice could be delivered with kindness—a quality that made him an international star by the response since his father's passing and that they have been so touched by the outp",1,2025-08-25 18:23:40.547961,News and Politics,en,,news/cfbb6276-e7e9-4537-95a8-e6220e828981.zip
169,b1bca12a-e822-4ae9-95a6-ef8107b6db21,"Karen Read Aug 11 Norfolk DA requested $1 million from lawmakers for Karen Read prosecution Karen Read Aug 8 Work emails to, from Karen Read DA's personal account are released Karen Read analysis podcast The Latest Karen Read Aug 5 Analysis | What Alan Ja",1,2025-08-25 19:20:35.033074,Technology,en,,news/b1bca12a-e822-4ae9-95a6-ef8107b6db21.zip
173,151f31ce-7e6c-4b38-a915-6c5dabffd5f4,"Dog fatally shot by Boston officers after mauling woman, police say boston police department cruiser Updated: 9:00 PM EDT Aug 25, 2025 Editorial Standards ⓘ Imani Clement Digital Content Editor by Boston officers after mauling woman",1,2025-08-26 01:57:06.857429,Technology,en,,news/151f31ce-7e6c-4b38-a915-6c5dabffd5f4.zip
416,3ee244a4-442b-44c7-a6b1-501bf1c5f929,Nuts.com: Jeff Braverman. From Corner Store to Snacktime Powerhouse,1,2025-10-30 00:17:50.353022,Business and Investment,en,,news/3ee244a4-442b-44c7-a6b1-501bf1c5f929.zip
180,d89709fd-7073-43e2-a07e-1f4fe4d3ccc2,"August 2025 Nicole, Library Director Becca, Public Services Librarian Phyllis, Youth Services Librarian Sarrah, Administrative Assistant Rosemary, Library Assistant Jackie, Library Assistant Rachel, Library Information Assistant Pam, Library Assistant Abb",1,2025-08-26 03:49:41.906989,Education and Learning,en,,news/d89709fd-7073-43e2-a07e-1f4fe4d3ccc2.zip
187,35511a8a-f45a-4055-a143-94e6a65bca03,Getting started Account and login Robinhood Strategies Robinhood Gold Credit Card Robinhood Legend Spending Robinhood Crypto Investing Retirement Robinhood Wallet Robinhood Gold Robinhood Banking Robinhood Derivatives Bank transfers and linking Documents ,1,2025-08-28 17:30:36.099672,Business and Investment,en,,news/35511a8a-f45a-4055-a143-94e6a65bca03.zip
194,d9b77442-f76e-4ecd-93f9-d7c23cb89e1a,"Pros Exfoliates and moisturizes skin Free of parabens, formaldehyde, mineral oil and more Innovative formula is both foamy and creamy Top-quality ingredients Delightful citrus/woodsy scent Cons Fragrance may be too strong for some Pricey than others on ou",1,2025-08-28 19:36:25.213241,Lifestyle and Entertainment,en,,news/d9b77442-f76e-4ecd-93f9-d7c23cb89e1a.zip
195,b3639037-f196-47dc-a924-f8260c00427d,"The two children, aged eight and 10, were killed when an attacker opened fire through the windows of the city's Annunciation Church on Wednesday morning as children were celebrating Mass by police as 23-year-old Robin Westman. Authorities have not yet rel",1,2025-08-28 19:36:42.800046,Business and Investment,en,,news/b3639037-f196-47dc-a924-f8260c00427d.zip
203,20d2bfb0-a5ff-4bdc-97ca-091ae27735dd,An Amish woman who told authorities she was testing her faith when she threw her 4-year-old son into an Ohio lake was charged Wednesday with two counts of aggravated murder in the boy's death by late Wednesday afternoon. A message seeking comment was left,1,2025-08-28 19:37:51.133935,Technology,en,,news/20d2bfb0-a5ff-4bdc-97ca-091ae27735dd.zip
210,c10f7599-9fb3-4331-ba99-85be7dc5dce4,"Story by Micah Parsons Billy Heyen August 28, 2025 at 11:43 PM UTC · 1 min read Packers' Micah Parsons jersey number could be a dilemma in Green Bay originally appeared on The Sporting News All the new edits of the traded Micah Parsons pictured in a Green",1,2025-08-29 15:08:57.078904,Lifestyle and Entertainment,en,,news/c10f7599-9fb3-4331-ba99-85be7dc5dce4.zip
216,29bc1d65-cd8d-45d0-9227-e9021bbea053,Foundation News: Channel 7 Foundation first title sponsor of Making Strides Against Breast Cancer walk Ansin Foundation makes $1M donation to Mass Eye and Ear to develop devices to help deaf people hear Ansin Foundation continues legacy of supporting Char,1,2025-08-29 17:51:14.171324,News and Politics,en,,news/29bc1d65-cd8d-45d0-9227-e9021bbea053.zip
217,62469c67-06c6-48f9-8f7c-8c9eee574a7e,Getting started Account and login Robinhood Strategies About Robinhood Strategies Robinhood Strategies FAQ Robinhood Strategies investment approach Robinhood Strategies charts Robinhood Strategies insights Robinhood Strategies future projection Managed ac,1,2025-09-04 18:41:48.778201,Business and Investment,en,,news/62469c67-06c6-48f9-8f7c-8c9eee574a7e.zip
226,bac6efd2-ec10-4b9e-aa06-3198a0df842b,"Over the past two years, we’ve meticulously crafted a curated Barrel Program in collaboration with select partners, allowing us to curate unique and unforgettable beverage experiences for our guests by our team through immersive tasting sessions. These ex",1,2025-09-14 00:49:16.297295,Others,en,,news/bac6efd2-ec10-4b9e-aa06-3198a0df842b.zip
232,10e0fd0c-744f-43d1-92c3-410d561b3543,"Skip to content ICE crackdowns intensify across Boston as sanctuary cities face Trump’s latest operation By Associated Press September 16, 2025 Share BOSTON (AP) — Immigrants are being detained while going to work, outside courthouses, and at store parkin",1,2025-09-16 13:55:21.461175,News and Politics,en,,news/10e0fd0c-744f-43d1-92c3-410d561b3543.zip
238,7e8b11e1-66fc-4fe6-b594-01dbdef148dc,"Share this article: This week, we share API security incidents from across different industries, highlighting the common vulnerabilities that continue to surface, from government web portals and security platforms to industrial equipment, home devices, an",1,2025-09-17 22:12:19.434608,News and Politics,en,,news/7e8b11e1-66fc-4fe6-b594-01dbdef148dc.zip
242,f56e2dd9-3098-48cf-9eaf-8047e19259f9,"I was, like, crying and crying and crying, just because I was just getting really nervous with you know, the whole album rollout,” she said, referring to her forthcoming sophomore album, “Am I the Drama by Associated Press September 17",1,2025-09-17 22:13:21.161108,Lifestyle and Entertainment,en,,news/f56e2dd9-3098-48cf-9eaf-8047e19259f9.zip
451,aa85f980-ec6f-4429-aaae-8a7905a710f2,Advice Line with Niraj Shah of Wayfair,1,2025-10-31 17:29:44.371558,Technology,en,,news/aa85f980-ec6f-4429-aaae-8a7905a710f2.zip
471,ef76f07c-f8b7-4098-97f2-b2688522c83a,"Some of the online ads you are served may be based on the content of the page you’re visiting, some may be based on registration information you provide, and other ads may be customized based on predictions about your interests generated from your visits ",1,2025-11-04 16:25:05.014501,Technology,en,,news/ef76f07c-f8b7-4098-97f2-b2688522c83a.zip
506,ee36e6d3-736f-4219-986f-2cc1be5ecb85,"Share This Story On: Get story alerts twice a week: * indicates required Email Address * First Name * Last Name * Related Posts Decision Day: What to know as you head to the polls November 3, 2025 Ruderman Family Foundation sues media company that refused",1,2025-11-05 01:52:07.776307,Lifestyle and Entertainment,en,,news/ee36e6d3-736f-4219-986f-2cc1be5ecb85.zip
509,5fcafa0b-2ad3-4d37-832d-c8eb2e3f4604,ARTICLE: Snapshots: Smashing pumpkins at Newton City Hall - Newton Beacon by Bryan McGonigle It’s been an intense year for many. And there’s something about eviscerating a pumpkin that helps get that stress out. Green Newton,1,2025-11-05 01:52:32.41557,Technology,en,,news/5fcafa0b-2ad3-4d37-832d-c8eb2e3f4604.zip
525,e06d4dba-b7ca-4825-9d94-edcb07a2a46a,ARTICLE: Quora Content by the house 🏡 and chilling out with me enjoying a few drinks or something like this and was always polite and respectful to me and whoever was around. One night he went to the bathroom and came out totally nude and he asked if I wo,1,2025-11-05 20:07:33.425672,Others,en,,news/e06d4dba-b7ca-4825-9d94-edcb07a2a46a.zip
554,dbf1839a-841b-4fea-bf30-41cd7143c7d0,"She was a new mom, writing code during nap time to solve her own problem: a modern registry that let you mix products from anywhere-and ask for practical help, like a month of diaper service or a friend to walk your dog by store and felt your heart rate s",1,2025-11-07 04:25:01.827177,Education and Learning,en,,news/dbf1839a-841b-4fea-bf30-41cd7143c7d0.zip
584,5d1358f7-7610-46cb-b2ee-d3d385032916,"While openers have this mad advantage of piling on the runs with most overs at their disposal, I’d say Suryakumar Yadav, coming lower down the order and scoring 25+ in sixteen consecutive innings at a high strike r…",1,2025-11-07 16:17:44.87985,Business and Investment,en,,news/5d1358f7-7610-46cb-b2ee-d3d385032916.zip
591,bf890d66-6815-49ff-9b8f-c965ce014f00,ARTICLE: Public opinion mixed on Elliot Street raised bike lane - Newton Beacon by Christian Maitre Alongside the intersection of Mechanic and Elliot streets are two raised bike lanes. The lanes jut out a few feet on both sides of a sharply curved section,1,2025-11-08 17:26:11.918555,Technology,en,,news/bf890d66-6815-49ff-9b8f-c965ce014f00.zip
609,f44b040e-89ee-45ca-8fd6-3c1a5d9c21fd,State of emergency lifted in Amherst following apartment fire that displaced more than 230 residents Siege of Boston 250 years ago is mostly forgotten but may have been city’s most challenging time Mamdani’s victory inspires ‘hope’ among New England Musli,1,2025-11-10 06:21:28.01261,News and Politics,en,,news/f44b040e-89ee-45ca-8fd6-3c1a5d9c21fd.zip
615,28cdc0ba-eb64-4528-ad8e-2a477267f97b,ARTICLE: Trump unveils deal to expand coverage and lower costs on obesity drugs by the Trump administration to rein in soaring drug prices in its efforts to address cost-of-living concerns among voters. Pfizer and AstraZeneca recently agreed to lower the ,1,2025-11-10 22:10:50.34695,Education and Learning,en,,news/28cdc0ba-eb64-4528-ad8e-2a477267f97b.zip
623,5af6ab00-e4e8-4e3a-b430-7fa026567d10,"JoNel Aleccia/Associated Press Medicare coverage: limited eligibility and uncertain access Medicare, the government-run health insurance for seniors, doesn’t cover GLP-1s for weight loss, with an exception for people who also have conditions like heart pr",1,2025-11-12 03:29:01.820748,News and Politics,en,,news/5af6ab00-e4e8-4e3a-b430-7fa026567d10.zip
630,194f7b54-8a83-4398-aa63-9bea8ed32d40,"Investigations Obituaries Death Notices Games & Puzzles Align Crossword Mini Crossword KenKen Sudoku Word Flower Business Technology Economy Housing Real Estate Biotech The Fine Print Bold Types Politics Money, Power, Inequality Climate Spotlight Opinion ",1,2025-11-12 05:06:37.868707,Lifestyle and Entertainment,en,,news/194f7b54-8a83-4398-aa63-9bea8ed32d40.zip
632,d6ba0ec5-16e4-413e-afb6-60cbc37a1eed,"But a strong upper-level low will support consistent gusty winds, which will send wind chills plunging another 10 to 15 degrees colder than the actual readings — making the morning feel like the 20s in Southern New England and teens up north",1,2025-11-12 05:06:52.300212,Education and Learning,en,,news/d6ba0ec5-16e4-413e-afb6-60cbc37a1eed.zip
635,69a14821-e25e-4987-af31-8cdca50797e0,ARTICLE: Why is Seth Moulton running against Ed Markey by also arguing a need for generational change. That contest sparked a nasty battle that split Democrats’ loyalties in Massachusetts and Washington. Moulton’s move will also likely set off a fierce co,1,2025-11-12 05:07:08.790022,News and Politics,en,,news/69a14821-e25e-4987-af31-8cdca50797e0.zip
643,172aae7a-b327-4aaa-9ac6-381d45027887,Advocates call for more ‘millionaires tax’ money to be spent on higher education Former Healey aide LaMar Cook granted bail in cocaine trafficking case RI EDUCATION Providence elementary school librarian arrested after allegedly hitting student BU student,1,2025-11-13 17:22:21.625682,Education and Learning,en,,news/172aae7a-b327-4aaa-9ac6-381d45027887.zip
653,4f54ebee-eb9b-4999-872c-edcb1ee0f7f0,", more snow showers up north as cold trend drags on across the region by the time you head home. Thursday night will bring some clouds with temperatures in the 30s during the game. Boston Globe Wind chills will drop to near or below freezing Thursday nigh",1,2025-11-13 17:55:02.975879,Lifestyle and Entertainment,en,,news/4f54ebee-eb9b-4999-872c-edcb1ee0f7f0.zip
762,3630cf46-b983-4ced-8d89-284ebde43549,"Nvidia CEO sees AI transformation while skeptics count the risks ago World at Work category Verizon cutting more than 13,000 jobs as it restructures ago Global tech shares falter as Nvidia-led rally stalls ago Business category Wall Street turns lower as ",1,2025-11-20 18:44:49.254493,Business and Investment,en,,news/3630cf46-b983-4ced-8d89-284ebde43549.zip
780,b05e41ce-9b97-4126-9fd0-7176d24239b4,Contact Customer Care COMMON TOPICS Help logging in Update payment info Change delivery address Report delivery problem Explain my bill Cancel Subscription News and Editorial Send a Confidential News Tip Report an Error in Coverage Send Coverage Feedback ,1,2025-11-25 18:53:36.510045,Technology,en,,news/b05e41ce-9b97-4126-9fd0-7176d24239b4.zip
794,a977c606-5b0c-4405-aef7-7fc13e4ef3e5,"A $100,000 robot dog is becoming standard in policing — and raising ethical alarms The 75-pound, German Shepherd-sized robot is increasingly being deployed by local law enforcement to handle armed standoffs, hostage rescues, and hazardous materials incide",1,2025-11-27 01:38:32.380828,Technology,en,,news/a977c606-5b0c-4405-aef7-7fc13e4ef3e5.zip
810,c60ebccc-9ba5-4fb5-abba-0558dd7746ff,"CONTENT: Events Home Delivery Digital Subscriptions Group Subscriptions & Partnerships Technical Help Company Information Help Finding Something Suggestions/Comments Customer Service Hours (Monday-Friday 7 AM-8 PM, Saturday and Sunday 8 AM-3 PM)",1,2025-11-27 04:55:02.22684,Technology,en,,news/c60ebccc-9ba5-4fb5-abba-0558dd7746ff.zip
834,4fb2e7b3-4d97-4c14-b727-285b2b73b408,AUTHENTICATED ARTICLE: Boston Globe Article by our suffering. Blackness must not be defined by our brutalization. We are more than death. When we are depicted by our extremes,1,2025-11-27 20:58:02.901768,Business and Investment,en,,news/4fb2e7b3-4d97-4c14-b727-285b2b73b408.zip
851,6f61dd91-a9cf-4342-a8ef-9a047fd3edb0,AUTHENTICATED ARTICLE: Boston Globe Article by the International Union for Conservation of Nature due to increased law enforcement and habitat protection. That has led to dramatic increase in its numbers.,1,2025-11-30 17:38:17.738793,News and Politics,en,,news/6f61dd91-a9cf-4342-a8ef-9a047fd3edb0.zip
863,9e769d78-b915-4e5e-9a7b-e29388f2196a,AUTHENTICATED ARTICLE: Boston Globe Article by the number of construction cranes in the sky. Michelle Wu has been trumpeting another metric: The number of residents with good-paying jobs. Wu’s approach to growing the economy has been a departure from her ,1,2025-12-01 18:32:46.386697,Business and Investment,en,,news/9e769d78-b915-4e5e-9a7b-e29388f2196a.zip
881,c35a7f3d-66a2-4666-a465-d3b86e009969,Little Johnny then asks for one more cõndõm because he thinks his girlfriend's mum is pretty cute and she might be expecting something since she invited him for dinner in the first place,1,2025-12-05 18:06:25.813578,Business and Investment,en,,news/c35a7f3d-66a2-4666-a465-d3b86e009969.zip
906,b77266ac-e8f3-4a70-ba98-9294927cc1df,ARTICLE: MassDOT files lawsuit against company over 2022 Newton crash - Newton Beacon by one of its drivers that damaged the Auburn Street I-90 overpass in Newton. The state had to not only repair the bridge,1,2025-12-22 18:00:18.021868,News and Politics,en,,news/b77266ac-e8f3-4a70-ba98-9294927cc1df.zip
660,aba26cdb-6403-4830-836b-1eeb36122ea5,"_VJwg[ɚǓt;*J֕>5ޢbuq,{)Qp gW5ѿeo2m[R""oU][aRɚJ߮AN֍U/W3GPwUnWwyUrJUH7ֺ>ngz8q_W,D]%^DzVɇ)ηޒI|ˬz~5R jToJgg冪QgnAU\R>X5\ڻٿ}}mRP5 pzE0XY](̷ޒI|O&(TXu+:{",1,2025-11-13 19:17:21.183917,Business and Investment,en,,news/aba26cdb-6403-4830-836b-1eeb36122ea5.zip
661,fd237c1e-abf0-4b7c-b120-2d46b85c25fc,qs=48cc5cd6e4191b69a0689eb7bad567391e19b1af828bef9317ffa43f142642bf0b4a30bedf97f148d69925ba7d78312f7bc6a838c68b3c3358dc1592ecfe90d9507cda00d8128ae41be82164ea8c95a99eac5c3445cf8d5b149c426711e95931,1,2025-11-13 19:31:35.800674,Technology,en,,news/fd237c1e-abf0-4b7c-b120-2d46b85c25fc.zip
665,4ac2e27b-345c-4bb1-a65f-b02eef7d5fa7,"President Trump, faced with the likelihood that many House Republicans will vote this week to force his administration to release documents related to the sex offender Jeffrey Epstein, reversed course and said they should do so because “we have nothing to",1,2025-11-17 15:17:00.499517,News and Politics,en,,news/4ac2e27b-345c-4bb1-a65f-b02eef7d5fa7.zip
672,73420bb2-b1b7-42ae-abd9-f6c4c7beb64a,"Speaking to the Greater Boston Chamber of Commerce in the Seaport offices of law firm Nutter, McClennen & Fish, Neal called the record-length shutdown an “unfortunate outcome” but said the health care subsidies at the crux of the Republican-Democrat dispu",1,2025-11-17 15:21:00.00644,News and Politics,en,,news/73420bb2-b1b7-42ae-abd9-f6c4c7beb64a.zip
682,2549dc5e-fec4-420b-a3a9-46eb74be2486,AUTHENTICATED ARTICLE: Boston Globe Article by the lessons he’s learned on his record-setting quest. Cooper read the drafts and offered suggestions.) When they tell the story of their friendship,1,2025-11-18 02:44:55.079018,Others,en,,news/2549dc5e-fec4-420b-a3a9-46eb74be2486.zip
